PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PRECTOTCORR,2016,28.25,91.25,0,0,0,0,0,5.27,5.27,0,0,0,0,0,0
PRECTOTCORR,2016,28.25,91.75,0,0,0,0,0,5.27,5.27,0,0,0,0,0,0
PRECTOTCORR,2016,28.25,92.25,0,0,0,0,0,5.27,5.27,0,0,0,0,0,0
PRECTOTCORR,2016,28.25,92.75,0,0,0,1.05,1.05,6.33,7.38,1.05,2.11,0,0,0,1.05
WS10M_RANGE,2015,25.75,90.25,4.6,4.24,6.8,6.2,4.85,6.61,7.97,5.22,5.13,3.82,3.46,3.9,8.11
WS10M_RANGE,2015,25.75,90.75,4.36,4.42,6.3,6.42,5.26,6.88,8.21,5.64,5.09,3.61,3.48,3.95,8.34
WS10M_RANGE,2015,25.75,91.25,5.7,6.05,8.09,8.25,7.29,9.3,11.21,7.98,6.41,4.59,4.64,5.64,11.45
WS10M_RANGE,2015,25.75,91.75,4.73,5.34,6.82,7.03,6.18,7.33,8.36,6.74,5.42,3.94,3.74,4.51,8.84
WS10M_RANGE,2015,25.75,92.25,3.91,4.58,5.7,5.92,4.74,5.45,5.84,5.06,4.17,2.98,2.83,3.28,6.63
WS10M_RANGE,2015,25.75,92.75,3.12,3.85,4.74,4.8,3.48,4.05,3.88,3.58,3.05,2.17,2.15,2.36,5.02
WS10M_RANGE,2015,26.25,90.25,5.56,5.01,8.19,8.1,6.47,8.13,8.61,6.53,6.31,4.92,4.75,4.46,9.17
WS10M_RANGE,2015,26.25,90.75,5.73,5.39,7.8,8.35,7.1,8.58,9.24,6.89,6.24,4.92,4.94,4.8,9.54
WS10M_RANGE,2015,26.25,91.25,6.46,6.18,8.6,8.93,7.63,9.01,10.58,7.41,6.05,5.33,5.39,5.55,10.63
WS10M_RANGE,2015,26.25,91.75,5.95,5.83,7.62,8,6.24,7.26,9.41,6.38,5.34,4.48,4.56,4.5,9.52
WS10M_RANGE,2015,26.25,92.25,5.65,5.89,7.57,7.56,5.39,6.04,7.66,5.44,4.73,3.65,4,3.63,8.33
WS10M_RANGE,2015,26.25,92.75,4.91,5.58,7.13,6.83,4.65,5.17,5.66,4.49,3.95,2.87,3.32,2.98,7.16
WS10M_RANGE,2015,26.75,90.25,4.79,4.62,6.66,6.94,6.32,7.05,6.78,6.22,5.58,4.39,4.22,3.91,7.33
WS10M_RANGE,2015,26.75,90.75,4.94,4.66,6.31,7.24,6.69,7.32,7.2,6.12,5.48,4.55,4.34,4.03,7.62
WS10M_RANGE,2015,26.75,91.25,5.08,4.63,6.31,7.22,6.45,6.97,7.26,6.12,4.93,4.73,4.21,4.02,7.88
WS10M_RANGE,2015,26.75,91.75,5.38,5.1,6.65,7.46,6.17,7.11,7.74,6.33,5.12,4.56,4.28,4.07,8.45
WS10M_RANGE,2015,26.75,92.25,5.74,6.05,7.59,7.88,6.07,6.85,7.05,6.15,5.14,4.16,4.46,3.93,8.49
WS10M_RANGE,2015,26.75,92.75,5.46,6.31,7.83,7.88,5.86,6.5,5.9,5.68,4.76,3.65,4.22,3.67,8.19
WS10M_RANGE,2015,27.25,90.25,3.84,4.07,4.93,5.5,5.18,5.93,5.19,5.71,4.34,3.7,3.3,3.39,6.04
WS10M_RANGE,2015,27.25,90.75,3.77,3.94,4.78,5.61,5.37,6.18,5.21,5.54,4.26,3.63,3.29,3.36,6.39
WS10M_RANGE,2015,27.25,91.25,3.65,3.91,4.59,5.31,5.52,5.99,4.78,4.81,3.69,3.37,3.06,3.33,6.26
WS10M_RANGE,2015,27.25,91.75,3.75,4.29,4.75,5.75,5.68,6.13,4.85,5.1,4.01,3.89,3.38,3.68,6.24
WS10M_RANGE,2015,27.25,92.25,4.54,5.17,5.77,6.46,5.88,6.48,4.94,5.48,4.36,4.06,3.84,3.87,6.71
WS10M_RANGE,2015,27.25,92.75,4.94,5.66,6.52,7.1,6.05,6.7,4.92,5.78,4.48,4.04,4.11,3.89,7.21
WS10M_RANGE,2015,27.75,90.25,6.46,6.06,7.17,8.2,6.81,7.81,6.12,7.16,5.47,5.71,5.45,6.3,8.63
WS10M_RANGE,2015,27.75,90.75,6.69,6.19,7.49,8.97,7.14,8.23,6.34,7.26,5.63,6.11,5.33,6.53,9.66
WS10M_RANGE,2015,27.75,91.25,5.64,6.03,6.55,8.77,7.94,8.11,6.35,6.88,5.71,5.82,4.84,5.72,9.54
WS10M_RANGE,2015,27.75,91.75,7.03,6.68,7.9,9.24,8.44,8.18,6.15,7.02,5.85,6.76,5.65,7.09,9.64
WS10M_RANGE,2015,27.75,92.25,7.67,7.08,8.44,9.12,8.47,8.23,6.57,7.2,6.12,6.39,5.77,7.04,9.3
WS10M_RANGE,2015,27.75,92.75,7.04,6.63,7.96,8.27,7.71,7.68,6.37,6.99,5.84,5.52,5.33,6.05,8.38
WS10M_RANGE,2015,28.25,90.25,11.37,9.79,11.66,11.44,9.89,10.34,7.48,8.03,7.09,8.43,9.89,11.06,12.63
WS10M_RANGE,2015,28.25,90.75,11.51,9.57,11.76,12.03,9.76,10.28,7.8,7.78,7.06,8.76,9.33,11.22,13.17
WS10M_RANGE,2015,28.25,91.25,10.42,9.09,10.59,12.67,10.86,10.49,7.91,8.39,8.11,8.71,8.12,9.85,12.98
WS10M_RANGE,2015,28.25,91.75,11.72,9.56,12.06,12.13,11.09,10.33,7.32,8.52,7.18,8.9,8.71,10.82,13.07
WS10M_RANGE,2015,28.25,92.25,10.75,8.71,11.26,10.55,10.17,9.4,7.85,8.42,7.11,7.83,7.74,10.02,11.68
WS10M_RANGE,2015,28.25,92.75,8.6,7.25,9.4,8.8,8.61,8.35,7.59,7.74,6.76,6.51,6.38,8.15,9.6
WS10M_RANGE,2016,25.75,90.25,4.64,8.01,6.93,5.72,5.46,4.59,5.35,7.33,5.04,5.37,3.88,3.2,8.43
WS10M_RANGE,2016,25.75,90.75,4.76,7.18,6.3,6.16,5.46,4.95,5.52,6.84,5.06,5.59,4.06,3.09,7.98
WS10M_RANGE,2016,25.75,91.25,6.5,9,7.62,8.88,7.64,6.87,7.88,10.14,6.71,8.32,5.5,3.86,11.05
WS10M_RANGE,2016,25.75,91.75,5.52,7.98,6.58,7.78,6.89,5.62,6.57,8.24,5.36,6.07,4.26,3.51,9.31
WS10M_RANGE,2016,25.75,92.25,4.25,6.65,5.56,6.39,5.55,4.39,4.96,5.34,4.08,4.09,3.26,2.74,7.22
WS10M_RANGE,2016,25.75,92.75,3.14,5.25,4.52,4.98,4.26,3.49,3.61,2.95,3.1,2.7,2.47,2.11,5.4
WS10M_RANGE,2016,26.25,90.25,5.14,8.96,7.69,6.89,6.95,6.07,6.63,8,6.3,6.98,4.39,4.18,9.25
WS10M_RANGE,2016,26.25,90.75,5.23,7.93,7.19,7.36,7.41,6.5,6.66,7.38,6.34,6.61,4.82,3.88,8.56
WS10M_RANGE,2016,26.25,91.25,6.51,8.66,7.68,8.91,7.87,7.04,6.94,8.32,6.68,7,5.36,4.28,9.29
WS10M_RANGE,2016,26.25,91.75,5.45,8.09,7.43,8.57,7.04,5.59,5.52,6.71,5.54,5.53,4.74,3.78,9.02
WS10M_RANGE,2016,26.25,92.25,4.86,8.17,7.41,7.88,6.36,4.56,4.95,5.26,4.8,4.08,4.1,3.43,8.6
WS10M_RANGE,2016,26.25,92.75,4.27,7.63,6.82,6.95,5.56,4.05,4.52,3.89,4.08,3.06,3.47,2.97,7.7
WS10M_RANGE,2016,26.75,90.25,4.33,6.87,6.36,6.11,6.59,5.88,6.1,6.38,5.48,5.42,3.53,4.02,7.45
WS10M_RANGE,2016,26.75,90.75,4.09,5.98,6.24,6.51,6.96,6.09,6.12,6.22,5.58,5.5,3.71,3.68,7.34
WS10M_RANGE,2016,26.75,91.25,4.48,5.68,6.07,6.88,6.71,6.16,5.63,6.11,5.59,5.53,3.83,3.73,7.07
WS10M_RANGE,2016,26.75,91.75,4.48,6.5,6.79,7.85,6.95,5.74,5.41,5.61,5.48,4.94,4.1,3.64,8
WS10M_RANGE,2016,26.75,92.25,4.76,7.72,7.56,8.17,6.91,5.36,5.67,5.18,5.47,4.38,4.06,3.83,8.59
WS10M_RANGE,2016,26.75,92.75,4.69,8.05,7.64,8.01,6.68,5.12,5.79,4.59,5.21,3.96,3.75,3.68,8.52
WS10M_RANGE,2016,27.25,90.25,3.9,4.84,5.19,5.21,5.61,4.92,4.87,4.14,4.18,3.59,3.08,3.43,5.7
WS10M_RANGE,2016,27.25,90.75,3.64,4.36,5.14,5.23,5.81,4.95,4.79,3.95,4.07,3.59,3.03,3.39,5.85
WS10M_RANGE,2016,27.25,91.25,3.66,3.96,4.67,5.03,5.71,5.02,4.36,4.12,4.04,3.17,2.98,3.19,5.76
WS10M_RANGE,2016,27.25,91.75,3.92,4.56,4.97,5.54,6.13,5.26,4.6,3.94,4.18,3.41,3.02,3.19,6.25
WS10M_RANGE,2016,27.25,92.25,4.28,5.56,5.86,6.3,6.4,5.45,5.19,4.04,4.59,3.91,3.26,3.66,6.79
WS10M_RANGE,2016,27.25,92.75,4.44,6.12,6.53,6.83,6.53,5.5,5.65,4.04,4.9,4.32,3.32,3.87,7.1
WS10M_RANGE,2016,27.75,90.25,7.4,7.08,7.71,7.7,7.87,6.14,5.95,5.52,5.71,5.87,5.09,6.22,8.26
WS10M_RANGE,2016,27.75,90.75,7.48,6.9,7.92,7.47,8.24,6.28,6.06,5.49,5.8,6,5.2,6.36,8.71
WS10M_RANGE,2016,27.75,91.25,6.16,6.29,6.53,6.51,8.16,6.48,6.12,5.63,5.78,5.49,4.99,5.69,8.21
WS10M_RANGE,2016,27.75,91.75,7.52,6.9,7.32,7.35,8.37,6.81,6.54,5.35,6.1,6.08,5.6,6.16,8.88
WS10M_RANGE,2016,27.75,92.25,7.71,7.17,7.96,7.54,8.72,6.95,7.13,5.71,6.05,6.48,5.77,6.49,9.04
WS10M_RANGE,2016,27.75,92.75,6.57,6.67,7.72,7.07,8.22,6.6,6.86,5.42,5.64,6.09,5.1,5.78,8.37
WS10M_RANGE,2016,28.25,90.25,12.98,12,11.35,11.85,10.99,7.04,7.62,6.6,8.23,9.88,9.14,11.41,13.22
WS10M_RANGE,2016,28.25,90.75,12.96,11.77,11.15,10.95,11.41,7.19,7.59,6.65,8.34,9.8,9.1,11.12,13.44
WS10M_RANGE,2016,28.25,91.25,11.29,10.18,10.04,9.66,11.45,8.24,8.52,7.29,8.98,9.54,8.98,10.15,12.63
WS10M_RANGE,2016,28.25,91.75,12.31,10.86,10.68,9.95,11.16,7.27,7.94,6.44,8.55,9.65,9.49,10.7,12.85
WS10M_RANGE,2016,28.25,92.25,11.47,9.98,10.3,8.89,10.35,6.93,7.88,6.89,7.17,9.09,8.77,9.85,11.9
WS10M_RANGE,2016,28.25,92.75,8.71,8.2,8.92,7.45,9.36,6.83,7.49,6.71,6.13,7.75,7.08,7.68,10.18
WS50M_RANGE,2015,25.75,90.25,7.24,7.69,10.01,8.73,7.58,9.17,11.69,7.89,7.5,6.62,5.71,6.22,11.88
WS50M_RANGE,2015,25.75,90.75,6.71,7.8,9.27,9.15,8.34,9.78,12.24,8.4,7.4,6.45,5.99,6.6,12.42
WS50M_RANGE,2015,25.75,91.25,7.73,8.48,10.02,10.53,9.71,11.64,14.71,10.2,8.74,7.48,6.82,7.96,14.94
WS50M_RANGE,2015,25.75,91.75,6.57,7.8,9.54,9.75,8.85,10.23,11.84,9.45,7.65,6.13,5.48,6.66,12.32
WS50M_RANGE,2015,25.75,92.25,5.96,7.12,8.67,8.97,7.37,8.5,9.28,8.08,6.64,5.07,4.75,5.53,10.05
WS50M_RANGE,2015,25.75,92.75,5.26,6.51,7.69,7.87,5.93,6.94,6.89,6.71,5.75,4.17,4.15,4.62,8.23
WS50M_RANGE,2015,26.25,90.25,7.68,7.64,11.65,10.71,8.88,10.65,11.98,9.44,8.15,7.6,6.48,6.59,12.42
WS50M_RANGE,2015,26.25,90.75,7.79,8.11,11.35,11.08,9.82,11.24,12.82,9.66,8.21,7.64,6.97,7.12,12.88
WS50M_RANGE,2015,26.25,91.25,8.64,9.05,11.48,11.56,10.38,11.71,14.35,9.76,8.02,8.04,7.86,8.66,14.37
WS50M_RANGE,2015,26.25,91.75,8.06,8.22,10.31,10.98,9.01,10.22,13.49,8.94,7.53,7.11,6.95,7.15,13.57
WS50M_RANGE,2015,26.25,92.25,7.78,8.33,10.38,10.59,7.95,9.15,11.39,8.01,6.91,5.85,6.1,5.85,11.75
WS50M_RANGE,2015,26.25,92.75,7.04,8.24,10.18,9.86,6.92,8.24,8.71,7.08,6.14,4.86,5.18,4.99,10.24
WS50M_RANGE,2015,26.75,90.25,5.96,6.16,9.47,9.39,8.28,9.39,9.79,8.75,7.46,6.19,5.66,5.43,10.17
WS50M_RANGE,2015,26.75,90.75,6.18,6.35,9.21,9.87,8.81,9.83,10.4,8.75,7.5,6.28,5.94,5.58,10.63
WS50M_RANGE,2015,26.75,91.25,6.5,6.61,8.75,10.15,8.86,10.03,10.59,9.04,6.71,6.46,6.09,5.98,11.53
WS50M_RANGE,2015,26.75,91.75,6.95,6.84,8.71,10.31,8.49,10.01,11.25,9.03,7.02,6.7,6.31,6,12.11
WS50M_RANGE,2015,26.75,92.25,7.73,8.25,10.05,10.92,8.5,9.93,10.24,8.64,7.16,6.03,6.43,5.67,11.83
WS50M_RANGE,2015,26.75,92.75,7.75,8.97,10.83,11.15,8.38,9.65,8.64,8.11,6.77,5.47,6.01,5.4,11.51
WS50M_RANGE,2015,27.25,90.25,4.78,5.26,6.61,7.48,7.05,8.29,7.47,8.08,6.09,4.87,4.29,4.52,8.65
WS50M_RANGE,2015,27.25,90.75,4.99,5.38,6.54,8.03,7.81,9.13,7.49,8.36,6.28,5.04,4.54,4.79,9.54
WS50M_RANGE,2015,27.25,91.25,4.56,5.08,5.71,7.88,7.89,9.06,7.07,7.46,5.43,4.72,4.08,4.26,9.39
WS50M_RANGE,2015,27.25,91.75,4.83,5.87,6.11,8.54,8.14,8.89,6.91,7.88,5.39,5.41,4.65,5.19,9.21
WS50M_RANGE,2015,27.25,92.25,6.34,7.12,7.89,9.22,8.25,9.31,6.98,7.82,5.86,5.5,5.36,5.62,9.65
WS50M_RANGE,2015,27.25,92.75,7.19,7.94,9.18,10.03,8.4,9.6,6.94,8.02,6.17,5.52,5.76,5.79,10.32
WS50M_RANGE,2015,27.75,90.25,7.38,6.84,8.15,9.32,7.65,9.17,7.39,8.96,6.36,6.49,6.02,7.2,10.18
WS50M_RANGE,2015,27.75,90.75,7.83,7,8.64,10.41,8.54,10.12,7.77,9.23,6.65,7.31,6.05,7.7,11.71
WS50M_RANGE,2015,27.75,91.25,5.83,6.11,6.85,10,8.91,9.7,7.17,7.86,6.13,6.39,4.84,6.15,11.25
WS50M_RANGE,2015,27.75,91.75,7.69,7.26,8.37,10.8,9.52,9.28,6.82,8.09,6.14,7.39,6.08,8.22,11.16
WS50M_RANGE,2015,27.75,92.25,8.92,7.81,9.61,10.57,9.59,9.51,7.31,8.27,6.68,7.03,6.35,8.31,10.84
WS50M_RANGE,2015,27.75,92.75,8.57,7.68,9.61,9.88,8.97,9.26,7.33,8.35,6.76,6.28,6.14,7.33,10.16
WS50M_RANGE,2015,28.25,90.25,12.84,10.66,12.82,12.24,10.13,10.71,8.33,9.06,7.22,9,11.1,12.47,13.92
WS50M_RANGE,2015,28.25,90.75,13.05,10.37,12.94,12.91,10.17,10.75,8.82,8.77,7.24,9.52,10.46,12.49,14.56
WS50M_RANGE,2015,28.25,91.25,11.4,9.32,11.24,13.71,11.13,11.15,8.18,9.01,8.22,9.1,8.62,10.5,14.18
WS50M_RANGE,2015,28.25,91.75,13.11,10.06,12.83,13.15,11.55,10.82,7.83,9.13,7.2,9.35,9.47,11.88,14.32
WS50M_RANGE,2015,28.25,92.25,12.15,9.27,12.25,11.39,10.8,9.8,8.19,8.9,7.3,8.24,8.33,11,12.88
WS50M_RANGE,2015,28.25,92.75,9.63,7.63,10.29,9.5,9.1,8.77,7.78,8.15,7.11,6.79,6.72,8.82,10.53
WS50M_RANGE,2016,25.75,90.25,7.44,12.04,9.99,9.92,8.63,6.44,7.64,10.86,7,7.64,5.55,5.78,12.7
WS50M_RANGE,2016,25.75,90.75,7.59,11.11,9.47,10.2,8.38,6.72,7.83,10.47,7.21,8.03,6,5.84,12.41
WS50M_RANGE,2016,25.75,91.25,8.93,11.91,10.23,12.41,10.86,8.61,10.02,13.93,8.23,10.88,7.02,6.61,15.16
WS50M_RANGE,2016,25.75,91.75,7.9,11.48,9.55,11.64,10.55,7.8,9.11,12.41,7.1,8.66,6.01,5.82,13.73
WS50M_RANGE,2016,25.75,92.25,6.71,10.5,8.64,10.39,9.37,6.75,7.6,9.21,6.13,6.49,5.13,5.14,11.52
WS50M_RANGE,2016,25.75,92.75,5.54,9.1,7.63,8.73,7.89,5.93,6.29,6.49,5.39,4.87,4.28,4.39,9.39
WS50M_RANGE,2016,26.25,90.25,8.6,13.22,10.9,11.45,9.83,7.77,8.69,11.52,8.21,9.07,5.65,6.3,13.45
WS50M_RANGE,2016,26.25,90.75,8.62,12.28,10.59,11.57,10.14,8.2,8.68,10.88,8.27,8.61,6.22,6.43,12.8
WS50M_RANGE,2016,26.25,91.25,9.24,12.52,10.73,12.8,10.77,8.75,8.79,12.7,8.45,9.3,6.96,7.36,13.86
WS50M_RANGE,2016,26.25,91.75,8.02,11.75,10.45,12.31,10.33,7.61,7.52,10.36,7.44,8.22,6.7,7.13,12.74
WS50M_RANGE,2016,26.25,92.25,7.36,12,10.6,11.66,9.76,6.66,6.89,8.14,6.71,6.33,5.91,6.06,12.42
WS50M_RANGE,2016,26.25,92.75,6.73,11.66,10.19,10.74,9.07,6.26,6.64,6.43,6.05,4.84,5.19,4.94,11.78
WS50M_RANGE,2016,26.75,90.25,6.98,10.23,8.87,9.37,8.97,7.66,8.2,9.66,7.31,7.22,4.53,5.74,10.84
WS50M_RANGE,2016,26.75,90.75,6.51,9.45,8.89,9.73,9.58,7.86,8.24,9.42,7.38,7.32,4.84,5.61,10.74
WS50M_RANGE,2016,26.75,91.25,6.56,9.63,8.77,10.12,9.3,8.19,7.59,9.48,7.57,7.78,5.3,5.77,10.9
WS50M_RANGE,2016,26.75,91.75,6.71,9.43,9.16,10.62,9.84,7.74,7.27,8.31,7.36,7.27,5.72,5.92,11.15
WS50M_RANGE,2016,26.75,92.25,7.19,10.86,10.41,11.3,9.92,7.55,7.79,7.28,7.51,6.51,5.56,5.7,11.97
WS50M_RANGE,2016,26.75,92.75,7.24,11.76,11,11.55,9.95,7.47,8.23,6.35,7.39,5.87,5.38,5.27,12.36
WS50M_RANGE,2016,27.25,90.25,5.2,6.51,6.81,7.19,7.88,6.64,6.35,5.97,5.94,4.96,3.59,4.81,8.16
WS50M_RANGE,2016,27.25,90.75,5.18,6.11,6.99,7.46,8.64,6.81,6.47,5.76,5.79,4.92,3.72,4.71,8.67
WS50M_RANGE,2016,27.25,91.25,4.77,5.63,6.59,7.01,8.36,7.01,6.3,5.8,5.47,4.61,3.8,3.99,8.41
WS50M_RANGE,2016,27.25,91.75,5.91,6.44,6.93,7.99,9.4,7.42,6.21,5.69,5.61,4.64,3.85,4.18,9.61
WS50M_RANGE,2016,27.25,92.25,6.61,7.88,8.28,9.57,9.31,7.6,7.08,5.51,6.36,5.35,4.16,4.97,10.33
WS50M_RANGE,2016,27.25,92.75,6.9,8.87,9.39,10.4,9.42,7.62,7.93,5.35,6.91,6.09,4.5,5.44,10.59
WS50M_RANGE,2016,27.75,90.25,8.29,7.82,8.89,8.89,9.25,7.2,6.48,6.25,6.9,6.86,5.44,7.5,9.84
WS50M_RANGE,2016,27.75,90.75,8.75,7.97,9.24,8.7,9.95,7.45,6.68,6.18,6.67,6.92,5.7,7.49,10.71
WS50M_RANGE,2016,27.75,91.25,6.33,6.23,7.14,6.82,9.44,7.16,6.86,6.09,6.04,6.14,5.05,6.4,9.49
WS50M_RANGE,2016,27.75,91.75,8.66,7.17,8.27,8.16,10.13,7.98,7.04,5.68,6.43,6.62,5.75,7.17,10.84
WS50M_RANGE,2016,27.75,92.25,9.38,7.94,9.17,9.67,10.05,8,7.85,6.11,6.7,7.33,6.14,7.67,11.3
WS50M_RANGE,2016,27.75,92.75,8.25,7.8,9.26,9.53,9.65,7.67,7.99,5.98,6.57,7.27,5.6,6.95,10.58
WS50M_RANGE,2016,28.25,90.25,14.42,13.58,12.44,12.78,11.64,7.46,7.97,6.88,8.94,10.66,9.91,13.02,14.77
WS50M_RANGE,2016,28.25,90.75,14.4,13.59,12.29,11.78,12.27,7.59,7.93,6.91,8.79,10.59,9.93,12.57,15.18
WS50M_RANGE,2016,28.25,91.25,12.29,11.11,10.73,9.84,12.46,8.43,8.66,7.3,9.34,10.12,9.26,11.5,13.72
WS50M_RANGE,2016,28.25,91.75,13.82,11.9,11.62,10.43,12.41,7.91,8.17,6.66,8.92,10.34,10.11,12.18,14.34
WS50M_RANGE,2016,28.25,92.25,13.24,11.27,11.47,9.93,11.27,7.29,8.2,7.16,7.42,9.99,9.49,11.45,13.55
WS50M_RANGE,2016,28.25,92.75,9.99,9.05,9.81,8.25,9.89,6.98,7.86,6.86,6.25,8.47,7.45,8.77,11.34
PRECTOTCORR_SUM,2015,25.75,90.25,12.13,16.88,18.98,217.27,272.64,442.44,303.75,437.7,316.41,43.24,0,4.75,2086.17
PRECTOTCORR_SUM,2015,25.75,90.75,10.02,19.51,24.79,265.25,335.39,442.44,346.99,446.13,319.57,55.9,0.53,9.49,2276.02
PRECTOTCORR_SUM,2015,25.75,91.25,7.91,23.73,29,292.68,390.23,429.79,374.41,479.88,332.23,68.55,2.64,15.82,2446.88
PRECTOTCORR_SUM,2015,25.75,91.75,7.91,21.62,31.11,296.89,392.34,434,368.09,481.99,334.34,66.45,4.75,17.93,2457.42
PRECTOTCORR_SUM,2015,25.75,92.25,7.91,19.51,25.31,266.31,370.72,416.07,353.85,455.63,288.98,67.5,10.02,21.62,2303.44
PRECTOTCORR_SUM,2015,25.75,92.75,8.96,17.4,17.93,224.12,315.88,381.27,328.54,392.34,219.38,65.39,14.24,24.79,2010.23
PRECTOTCORR_SUM,2015,26.25,90.25,10.55,15.82,23.2,187.21,262.62,406.58,272.11,432.95,325.9,33.75,1.05,7.38,1979.12
PRECTOTCORR_SUM,2015,26.25,90.75,9.49,16.35,25.84,219.9,314.3,391.29,291.62,411.33,307.97,48.52,3.69,12.66,2052.95
PRECTOTCORR_SUM,2015,26.25,91.25,5.27,18.46,23.73,224.12,337.5,342.77,287.4,400.78,274.22,63.28,7.91,21.09,2006.54
PRECTOTCORR_SUM,2015,26.25,91.75,5.27,18.46,23.73,224.12,335.39,346.99,283.18,394.45,272.11,59.06,10.02,23.2,1996
PRECTOTCORR_SUM,2015,26.25,92.25,5.27,13.71,17.4,198.81,314.3,354.38,272.64,384.96,220.96,59.59,15.29,28.48,1885.78
PRECTOTCORR_SUM,2015,26.25,92.75,7.38,10.55,10.02,175.61,297.42,374.41,266.31,371.25,168.22,59.59,20.57,32.7,1794.02
PRECTOTCORR_SUM,2015,26.75,90.25,7.91,14.77,25.31,143.96,222.54,347.52,247.32,394.98,281.6,32.7,3.16,7.38,1729.16
PRECTOTCORR_SUM,2015,26.75,90.75,7.91,13.18,22.68,185.1,289.51,355.43,273.69,397.09,277.91,46.41,8.44,13.71,1891.05
PRECTOTCORR_SUM,2015,26.75,91.25,7.91,13.18,18.46,197.75,329.59,342.77,271.58,392.87,250.49,63.28,10.55,26.37,1924.8
PRECTOTCORR_SUM,2015,26.75,91.75,5.8,11.07,16.35,195.64,327.48,344.88,269.47,384.43,237.83,54.84,12.66,24.26,1884.73
PRECTOTCORR_SUM,2015,26.75,92.25,5.27,7.38,12.66,177.71,319.04,365.98,261.04,383.91,184.04,52.73,19.51,31.64,1820.92
PRECTOTCORR_SUM,2015,26.75,92.75,6.33,5.27,8.44,167.17,327.48,426.09,264.2,401.84,151.35,55.9,24.79,37.97,1876.82
PRECTOTCORR_SUM,2015,27.25,90.25,5.27,12.13,23.2,88.07,137.64,241.52,195.12,288.98,177.71,24.79,2.11,7.38,1203.93
PRECTOTCORR_SUM,2015,27.25,90.75,5.8,10.02,16.88,118.65,192.48,256.82,209.88,304.28,182.99,35.86,6.33,13.18,1353.16
PRECTOTCORR_SUM,2015,27.25,91.25,7.91,7.91,10.55,139.75,234.67,261.04,205.66,308.5,166.11,42.19,10.55,23.73,1418.55
PRECTOTCORR_SUM,2015,27.25,91.75,3.69,5.8,10.55,139.75,243.11,271.58,211.99,310.61,166.11,40.08,12.66,19.51,1435.43
PRECTOTCORR_SUM,2015,27.25,92.25,4.22,3.69,8.96,138.16,253.12,307.44,215.16,326.95,136.05,39.55,17.93,26.37,1477.62
PRECTOTCORR_SUM,2015,27.25,92.75,5.27,3.69,7.91,142.38,293.2,406.58,239.41,381.8,133.95,44.82,22.15,32.7,1713.87
PRECTOTCORR_SUM,2015,27.75,90.25,4.22,9.49,19.51,37.44,59.59,123.93,128.14,171.91,79.1,9.49,0,4.75,647.58
PRECTOTCORR_SUM,2015,27.75,90.75,2.64,6.86,11.07,44.82,77.52,128.67,122.34,173.5,81.74,15.82,1.05,9.49,675.53
PRECTOTCORR_SUM,2015,27.75,91.25,2.64,2.64,2.64,55.37,92.29,116.02,105.47,160.84,60.64,15.82,5.27,15.82,635.45
PRECTOTCORR_SUM,2015,27.75,91.75,0.53,2.64,2.64,59.59,109.16,139.22,118.12,173.5,71.19,15.82,5.27,13.71,711.39
PRECTOTCORR_SUM,2015,27.75,92.25,1.58,1.05,2.64,71.72,129.2,184.57,130.78,206.72,72.25,22.15,10.02,16.35,849.02
PRECTOTCORR_SUM,2015,27.75,92.75,3.69,2.11,3.69,93.87,185.1,295.31,170.86,286.88,99.67,31.64,14.24,18.46,1205.51
PRECTOTCORR_SUM,2015,28.25,90.25,1.58,6.86,11.07,12.13,16.35,54.84,75.41,104.41,37.97,2.11,0,1.05,323.79
PRECTOTCORR_SUM,2015,28.25,90.75,0,4.75,6.33,11.07,22.15,55.9,72.25,101.78,36.91,6.33,0,3.69,321.15
PRECTOTCORR_SUM,2015,28.25,91.25,0,2.64,0,13.18,26.37,47.46,65.92,97.56,26.37,10.55,0,7.91,297.95
PRECTOTCORR_SUM,2015,28.25,91.75,0,2.64,0,13.18,28.48,60.12,65.92,97.56,30.59,6.33,0,7.91,312.71
PRECTOTCORR_SUM,2015,28.25,92.25,0,1.05,0,21.09,44.82,85.43,76.99,122.87,36.39,11.6,3.16,7.91,411.33
PRECTOTCORR_SUM,2015,28.25,92.75,1.05,1.05,0,44.3,88.07,164.53,110.74,189.32,68.03,21.09,6.33,7.91,702.42
PRECTOTCORR_SUM,2016,25.75,90.25,51.15,1.05,100.2,238.89,419.24,407.11,647.58,180.35,354.38,144.49,2.11,0,2546.54
PRECTOTCORR_SUM,2016,25.75,90.75,49.04,3.16,98.09,391.29,450.88,404.47,736.7,176.66,322.73,141.33,7.38,0.53,2782.27
PRECTOTCORR_SUM,2016,25.75,91.25,34.28,5.27,89.65,564.26,482.52,450.88,878.03,187.21,284.77,147.66,15.82,2.64,3142.97
PRECTOTCORR_SUM,2016,25.75,91.75,32.17,5.27,87.54,568.48,482.52,446.66,880.14,185.1,278.44,145.55,17.93,2.64,3132.42
PRECTOTCORR_SUM,2016,25.75,92.25,20.57,11.6,69.61,458.79,419.24,368.09,684.49,179.82,256.29,118.12,31.11,4.22,2621.95
PRECTOTCORR_SUM,2016,25.75,92.75,14.24,17.93,54.84,319.57,353.85,266.84,450.35,168.22,228.87,85.43,49.04,5.27,2014.45
